Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score
15189,Eternal Horizon Online,Xbox Series X,2009.0,Role-Playing,Bethesda Softworks,0.28,0.17,0.14,0.0,0.59,74.0,
15190,Astral Frontier Online,DS,2022.0,Puzzle,Devolver Digital,0.01,0.01,0.01,0.01,0.04,85.0,9.6
15191,Grand Nexus: Origins,3DS,2002.0,Simulation,Ubisoft,0.02,0.01,0.01,0.0,0.04,,6.6
15192,Rogue Voyage II,Game Boy Advance,2015.0,Puzzle,Microsoft Studios,0.04,0.03,0.01,0.03,0.11,60.0,5.5
15193,Radiant Blitz Reborn,PS3,2003.0,Misc,Square Enix,0.01,0.01,0.01,0.0,0.03,74.0,7.7
15194,Shadow Odyssey,Xbox 360,2009.0,Shooter,Rockstar Games,0.28,0.18,0.18,0.01,0.65,90.0,
15195,Grand Blitz: Origins,PS2,2014.0,Adventure,CD Projekt,0.01,0.01,0.0,0.0,0.02,73.0,7.7
15196,Wicked Legends: Redux,PS Vita,2002.0,Sports,Ubisoft,0.01,0.01,0.01,0.02,0.05,86.0,
15197,Hollow Arena: Redux,PC,2012.0,Shooter,Epic Games,0.02,0.01,0.0,0.01,0.04,,
15198,Lost Genesis II,Wii,2020.0,Simulation,Annapurna Interactive,0.21,0.1,0.05,0.07,0.43,59.0,7.9
15199,Dark Frontier II,Xbox Series X,2020.0,Shooter,Nintendo,0.19,0.21,0.11,0.09,0.6,64.0,6.6
15200,Hollow Rebellion 3,Nintendo Switch,2018.0,Shooter,Warner Bros. Interactive,0.03,0.01,0.0,0.01,0.05,77.0,5.2
15201,Ancient Sanctuary,PS5,2004.0,Sports,Codemasters,0.09,0.08,0.04,0.11,0.32,71.0,
15202,Shadow Realm: Gold Edition,Xbox 360,2001.0,Shooter,Capcom,0.03,0.02,0.01,0.01,0.07,88.0,8.0
15203,Rogue Legends: Redux,Wii U,2005.0,Shooter,Activision,0.09,0.05,0.03,0.16,0.33,56.0,7.5
15204,Rising Legends 2,wii,2024.0,Fighting,Sony Interactive Entertainment,0.06,0.03,0.04,0.0,0.13,76.0,6.2
15205,Lost Genesis: Gold Edition,GameCube,2026.0,Role-Playing,Electronic Arts,0.04,0.04,0.02,0.01,0.11,75.0,8.1
15206,Neon Rebellion,Xbox 360,2002.0,Platform,Warner Bros. Interactive,0.46,0.27,0.29,0.35,1.37,72.0,9.3
15207,Storm Requiem Reborn,Xbox Series X,2001.0,Shooter,Square Enix,0.11,0.09,0.07,0.13,0.4,67.0,8.4
15208,Lost Kingdom III,DS,2000.0,Fighting,Devolver Digital,0.41,0.2,0.11,0.04,0.76,64.0,6.6
15209,Wicked Reckoning,Wii U,2009.0,Puzzle,505 Games,0.01,0.01,0.01,0.0,0.03,71.0,5.3
15210,Lost Uprising: Origins,Nintendo Switch,2019.0,Adventure,Warner Bros. Interactive,0.06,0.05,0.01,0.08,0.2,72.0,5.8
15211,Silent Reckoning 3,PS5,2003.0,Misc,Take-Two Interactive,0.21,0.15,0.06,0.12,0.54,74.0,6.5
15212,Twisted Blitz: Remastered,Wii,,Misc,Ubisoft,0.24,0.12,0.05,0.09,0.5,65.0,5.9
15213,Silent Dominion: Origins,PS4,2025.0,Racing,Sony Interactive Entertainment,0.01,0.01,0.0,0.0,0.02,64.0,5.2
15214,Hollow Legends Reborn,Wii U,2014.0,Puzzle,Activision,0.13,0.1,0.06,0.09,0.38,66.0,6.6
15215,Shadow Uprising 3,Xbox 360,2012.0,Platform,Annapurna Interactive,0.06,0.06,0.03,0.06,0.21,51.0,
15216,Broken Origins Online,GameCube,2012.0,Adventure,Rockstar Games,0.01,0.01,0.01,0.02,0.05,62.0,6.1
15217,Final Dominion: Gold Edition,Wii,2021.0,Misc,NetherRealm Studios,0.04,0.03,0.02,0.02,0.11,,6.2
15218,Grand Requiem: Remastered,GameCube,2019.0,Strategy,,0.0,0.0,0.0,0.01,0.01,68.0,5.1
15219,Wild Vanguard Reborn,PS3,2016.0,Action,THQ,0.03,0.01,0.02,0.01,0.07,,8.2
15220,Rising Nexus 3,Xbox Series X,2013.0,Simulation,Bandai Namco,0.13,0.07,0.07,0.15,0.42,64.0,6.4
15221,Golden Frontier III,PS4,2022.0,Action,Warner Bros. Interactive,0.28,0.15,0.1,0.14,0.67,,8.0
15222,Final Warfare 2,Wii,2018.0,Shooter,Ubisoft,0.03,0.02,0.0,0.05,0.1,66.0,9.6
15223,Crimson Sanctuary,Xbox One,2009.0,Adventure,Capcom,0.02,0.01,0.01,0.03,0.07,,4.4
15224,Astral Warfare: Remastered,PS2,2002.0,Puzzle,Activision,0.0,0.0,0.0,0.01,0.01,,7.7
15225,Iron Vanguard Reborn,Nintendo Switch,2019.0,Platform,Paradox Interactive,0.15,0.07,0.09,0.05,0.36,60.0,5.6
15226,Grand Warfare: Gold Edition,PS Vita,2005.0,Strategy,Tecmo Koei,0.2,0.18,0.05,0.16,0.59,74.0,
15227,Radiant Sanctuary: Gold Edition,Xbox One,2008.0,Strategy,Square Enix,0.09,0.06,0.08,0.13,0.36,70.0,6.5
15228,Frozen Syndicate Online,Wii U,2008.0,Shooter,Ubisoft,0.01,0.02,0.01,0.01,0.05,71.0,8.3
15229,Steel Sanctuary: Remastered,PS5,2016.0,Platform,Epic Games,0.3,0.2,0.03,0.24,0.77,65.0,7.7
15230,Twisted Blitz: Redux,Xbox 360,2017.0,Role-Playing,Sega,0.02,0.01,0.02,0.03,0.08,90.0,6.7
15231,Crimson Horizon: Origins,PS3,2015.0,Racing,Capcom,0.01,0.01,0.0,0.01,0.03,71.0,3.5
15232,Steel Kingdom: Gold Edition,PS Vita,2001.0,Racing,,0.15,0.1,0.09,0.02,0.36,55.0,8.7
15233,Astral Empire II,Game Boy Advance,2026.0,Simulation,Nintendo,0.01,0.0,0.0,0.01,0.02,70.0,7.3
15234,Fallen Genesis 3,PS2,2018.0,Racing,Electronic Arts,0.09,0.03,0.05,0.01,0.18,,6.4
15235,Silent Uprising: Redux,Xbox 360,2006.0,Racing,,0.03,0.02,0.01,0.01,0.07,67.0,7.3
15236,Crimson Legion III,3DS,2019.0,Misc,Take-Two Interactive,0.06,0.03,0.04,0.05,0.18,,7.2
15237,Astral Kingdom,Wii,2002.0,Role-Playing,Sega,0.34,0.19,0.03,0.11,0.67,54.0,7.2
15238,Shadow Nexus,Wii,2014.0,Adventure,Activision,0.06,0.04,0.01,0.0,0.11,72.0,7.3
15239,Crimson Dominion: Gold Edition,3DS,2024.0,Puzzle,Take-Two Interactive,0.09,0.03,0.03,0.04,0.19,81.0,
15240,Wicked Dominion: Redux,PS Vita,2006.0,Strategy,Nintendo,0.15,0.1,0.05,0.03,0.33,63.0,4.0
15241,Broken Voyage III,Xbox One,2006.0,Sports,Focus Entertainment,0.04,0.03,0.01,0.01,0.09,69.0,3.7
15242,Eternal Uprising II,PS4,2004.0,Misc,Tecmo Koei,0.13,0.06,0.03,0.12,0.34,63.0,8.3
15243,Crimson Horizon: Gold Edition,PS Vita,2017.0,Role-Playing,CD Projekt,0.07,0.04,0.04,0.0,0.14,69.0,7.0
15244,Shadow Frontier: Redux,Wii U,2008.0,Simulation,Activision,0.38,0.23,0.03,0.86,1.5,71.0,4.3
15245,Frozen Nexus II,Xbox Series X,2013.0,Action,2K Games,0.0,0.0,0.0,0.01,0.01,,9.3
15246,Grand Syndicate 3,PS2,2008.0,Puzzle,Take-Two Interactive,0.05,0.04,0.05,0.07,0.21,49.0,7.6
15247,Storm Genesis,Nintendo Switch,2012.0,Platform,Team17,0.02,0.01,0.01,0.03,0.07,63.0,5.5
15248,Final Rebellion: Gold Edition,PC,2011.0,Simulation,Bandai Namco,0.09,0.08,0.04,0.05,0.26,51.0,9.2
15249,  ANCIENT KINGDOM IV  ,PSP,2023.0,Racing,Electronic Arts,0.02,0.01,0.01,0.02,0.06,55.0,7.2
15250,Fallen Frontier: Gold Edition,PC,2008.0,Strategy,Focus Entertainment,0.05,0.04,0.03,0.01,0.13,73.0,
15251,Crimson Empire: Origins,PS2,2018.0,Fighting,Square Enix,0.11,0.07,0.03,0.1,0.31,60.0,7.5
15252,Sacred Genesis: Redux,PS2,2018.0,Puzzle,Codemasters,0.08,0.04,0.02,0.04,0.18,79.0,5.3
15253,Ancient Dominion III,3DS,2016.0,Sports,Nintendo,0.13,0.07,0.09,0.08,0.37,67.0,9.3
15254,Radiant Legends: Redux,PS5,2011.0,Action,Electronic Arts,0.02,0.01,0.0,0.01,0.04,63.0,
15255,Crimson Covenant Reborn,Wii U,2019.0,Misc,Capcom,0.14,0.11,0.05,0.02,0.32,75.0,7.3
15256,Astral Covenant,PC,2023.0,Misc,Nintendo,0.05,0.04,0.05,0.05,0.19,,8.1
15257,Rising Crusade Online,Xbox Series X,2023.0,Shooter,,0.02,0.02,0.01,0.02,0.07,74.0,
15258,Phantom Blitz: Gold Edition,GameCube,2026.0,Simulation,Paradox Interactive,0.51,0.27,0.06,0.41,1.25,79.0,5.6
15259,Hollow Kingdom II,Xbox One,2000.0,Racing,Capcom,0.01,0.01,0.0,0.02,0.04,68.0,6.1
15260,Rising Uprising II,3DS,2025.0,Fighting,Atari,0.03,0.02,0.01,0.0,0.06,,9.2
15261,Crimson Covenant,Xbox One,2010.0,Strategy,NetherRealm Studios,0.0,0.0,0.0,0.01,0.01,72.0,7.8
15262,Rogue Realm: Origins,PC,2006.0,Misc,,0.05,0.03,0.0,0.04,0.12,84.0,8.0
15263,Dark Frontier: Origins,Wii,2020.0,Strategy,Atari,0.04,0.01,0.02,0.01,0.08,76.0,6.1
15264,Astral Voyage 3,PS4,2016.0,Simulation,Warner Bros. Interactive,0.11,0.07,0.08,0.05,0.31,82.0,7.7
15265,Silent Requiem 3,PSP,2006.0,Fighting,Square Enix,0.07,0.03,0.04,0.02,0.16,77.0,8.6
15266,Broken Nexus,PC,2014.0,Puzzle,Sony Interactive Entertainment,0.06,0.03,0.04,0.04,0.17,82.0,8.4
15267,Phantom Blitz IV,PS3,2009.0,Strategy,THQ,0.02,0.01,0.01,0.0,0.04,93.0,3.8
15268,Twisted Crusade: Remastered,GameCube,2014.0,Action,Epic Games,0.04,0.02,0.02,0.05,0.13,77.0,8.3
15269,Astral Paradox: Redux,PS2,2019.0,Platform,NetherRealm Studios,2.52,1.39,0.84,1.57,6.32,53.0,7.6
15270,Neon Blitz III,3DS,2005.0,Shooter,Konami,0.44,0.2,0.23,0.1,0.97,95.0,7.0
15271,Hollow Reckoning 3,PS2,2024.0,Simulation,NetherRealm Studios,0.03,0.02,0.0,0.02,0.07,49.0,10.0
15272,Crimson Legends,PS4,2011.0,Action,Electronic Arts,0.48,0.34,0.14,0.41,1.37,,7.1
15273,Neon Dominion IV,Wii U,2000.0,Simulation,Focus Entertainment,0.04,0.05,0.04,0.01,0.14,73.0,6.8
15274,Lost Reckoning: Remastered,Wii U,2011.0,Sports,Nintendo,0.07,0.04,0.01,0.11,0.23,78.0,5.6
15275,Final Crusade: Redux,PSP,2009.0,Racing,Take-Two Interactive,0.11,0.07,0.03,0.02,0.23,81.0,7.2
15276,Sacred Horizon Reborn,PS3,2004.0,Fighting,Sony Interactive Entertainment,0.02,0.02,0.0,0.02,0.06,66.0,6.5
15277,Neon Requiem Online,3DS,2014.0,Adventure,Paradox Interactive,0.01,0.01,0.0,0.01,0.03,60.0,8.9
15278,Fallen Rebellion II,PC,2009.0,Shooter,Rockstar Games,0.09,0.06,0.04,0.03,0.22,,9.4
15279,Wild Legends Online,Xbox Series X,2005.0,Adventure,Square Enix,0.06,0.03,0.02,0.0,0.11,,8.1
15280,Eternal Frontier,Xbox One,2010.0,Misc,Nintendo,0.02,0.01,0.01,0.01,0.05,77.0,7.8
15281,Crimson Genesis 3,PC,2013.0,Strategy,Atari,0.0,0.0,0.0,0.01,0.01,71.0,6.2
15282,Broken Crusade: Remastered,DS,2020.0,Misc,Electronic Arts,0.02,0.01,0.01,0.0,0.04,70.0,9.0
15283,Wicked Uprising,Wii,2012.0,Role-Playing,Bethesda Softworks,0.4,0.16,0.18,0.02,0.76,82.0,5.6
15284,Radiant Warfare,PC,2024.0,Fighting,Bandai Namco,0.01,0.01,0.01,0.0,0.02,95.0,7.5
15285,Savage Vanguard II,Nintendo Switch,2004.0,Adventure,Tecmo Koei,0.01,0.0,0.0,0.01,0.02,76.0,7.5
15286,Wicked Paradox,PC,2013.0,Puzzle,2K Games,0.31,0.14,0.09,0.33,0.87,67.0,
15287,Golden Crusade: Origins,PSP,2003.0,Adventure,Team17,0.02,0.01,0.01,0.01,0.05,62.0,8.7
15288,Shadow Crusade: Remastered,PS5,2007.0,Simulation,Paradox Interactive,0.05,0.03,0.02,0.0,0.1,75.0,5.3
15289,Lost Kingdom II,PS3,2009.0,Role-Playing,Paradox Interactive,0.04,0.03,0.02,0.0,0.09,,8.0
15290,Rogue Covenant II,3DS,2005.0,Shooter,Sega,0.62,0.32,0.35,0.61,1.9,72.0,6.2
15291,Steel Blitz: Remastered,Game Boy Advance,2002.0,Racing,Deep Silver,0.18,0.1,0.06,0.16,0.5,77.0,7.4
15292,Steel Arena 2,DS,2010.0,Sports,Epic Games,0.03,0.02,0.01,0.02,0.08,62.0,7.3
15293,Broken Voyage II,PS4,2026.0,Fighting,Nintendo,0.02,0.02,0.0,0.02,0.06,,8.3
15294,Fallen Sanctuary 3,PS2,2006.0,Fighting,Warner Bros. Interactive,0.08,0.08,0.03,0.12,0.31,73.0,9.1
15295,Sacred Crusade: Remastered,PC,2002.0,Platform,Atari,0.52,0.23,0.27,0.04,1.06,81.0,7.0
15296,Crimson Crusade II,3DS,2011.0,Racing,Rockstar Games,0.03,0.02,0.01,0.0,0.06,56.0,7.7
15297,Crimson Uprising 2,3DS,2009.0,Sports,Deep Silver,0.29,0.13,0.13,0.16,0.71,65.0,7.5
15298,Phantom Odyssey II,PS4,2006.0,Puzzle,,0.16,0.21,0.14,0.09,0.6,76.0,7.3
15299,Rogue Uprising: Redux,Wii U,2023.0,Strategy,NetherRealm Studios,0.01,0.01,0.0,0.0,0.02,60.0,7.6
15300,Wicked Odyssey Reborn,PC,2026.0,Shooter,Bethesda Softworks,0.19,0.13,0.08,0.0,0.4,72.0,6.1
15301,Broken Paradox 2,Wii,2003.0,Adventure,THQ,0.1,0.05,0.05,0.06,0.26,56.0,6.4
15302,Neon Warfare Online,PS Vita,2002.0,Action,Konami,0.01,0.01,0.0,0.0,0.02,48.0,4.3
15303,Broken Origins,GameCube,2010.0,Racing,505 Games,0.01,0.01,0.0,0.02,0.04,,9.1
15304,Savage Syndicate 2,PS4,2004.0,Sports,Square Enix,0.02,0.01,0.0,0.01,0.04,,6.5
15305,Frozen Reckoning Reborn,DS,2003.0,Fighting,Atari,0.02,0.02,0.01,0.0,0.05,80.0,8.4
15306,Final Covenant,PC,2002.0,Fighting,Take-Two Interactive,0.22,0.11,0.1,0.0,0.43,67.0,6.2
15307,Wicked Covenant 3,Xbox Series X,2008.0,Strategy,Team17,0.12,0.14,0.07,0.1,0.43,,4.3
15308,Eternal Realm Reborn,PS2,2026.0,Sports,Atari,0.09,0.07,0.03,0.06,0.25,56.0,
15309,Broken Voyage Online,GameCube,2013.0,Strategy,Devolver Digital,0.11,0.09,0.07,0.03,0.3,90.0,8.2
15310,Eternal Legion: Gold Edition,Wii,2019.0,Adventure,Ubisoft,0.07,0.04,0.04,0.0,0.15,60.0,5.4
15311,Dark Sanctuary,PC,2024.0,Racing,Deep Silver,0.12,0.06,0.02,0.14,0.34,80.0,7.0
15312,Storm Covenant III,PC,2014.0,Action,Sony Interactive Entertainment,0.04,0.04,0.01,0.07,0.16,72.0,7.1
15313,Crimson Kingdom III,PS Vita,2004.0,Sports,Devolver Digital,0.56,0.42,0.13,0.27,1.38,84.0,9.4
15314,Grand Dominion: Redux,DS,,Fighting,Annapurna Interactive,0.49,0.34,0.17,0.06,1.06,63.0,6.3
15315,Final Reckoning: Remastered,PS Vita,2023.0,Action,2K Games,0.06,0.03,0.01,0.11,0.21,,5.6
15316,Lost Genesis Reborn,Game Boy Advance,2020.0,Fighting,Devolver Digital,0.01,0.01,0.0,0.01,0.03,85.0,7.7
15317,Rising Sanctuary: Remastered,Xbox Series X,2024.0,Racing,2K Games,0.01,0.01,0.0,0.0,0.02,86.0,5.6
15318,Ancient Legion Reborn,Xbox Series X,2007.0,Fighting,Bethesda Softworks,0.06,0.04,0.02,0.06,0.18,65.0,6.9
15319,Crimson Covenant Reborn,Wii,2020.0,Misc,Bethesda Softworks,0.08,0.03,0.0,0.03,0.14,67.0,6.2
15320,Neon Chronicles 2,PS3,2012.0,Shooter,NetherRealm Studios,0.14,0.09,0.05,0.0,0.27,,5.8
15321,Grand Frontier: Redux,Wii U,,Simulation,Bethesda Softworks,0.18,0.07,0.04,0.06,0.35,63.0,
15322,Rogue Covenant: Origins,Xbox One,2012.0,Strategy,Atari,0.04,0.04,0.04,0.04,0.16,88.0,6.7
15323,Ancient Voyage 3,GameCube,2001.0,Misc,505 Games,0.56,0.3,0.3,0.0,1.15,73.0,5.0
15324,Savage Legends: Remastered,Xbox One,2010.0,Puzzle,Square Enix,0.06,0.04,0.03,0.0,0.12,79.0,7.8
15325,Silent Covenant 3,PS Vita,2012.0,Fighting,505 Games,0.17,0.19,0.07,0.13,0.56,69.0,7.4
15326,Neon Realm II,GameCube,2010.0,Simulation,Capcom,0.02,0.01,0.01,0.01,0.05,82.0,6.9
15327,Dark Origins Reborn,Xbox 360,2023.0,Sports,Sony Interactive Entertainment,0.09,0.03,0.02,0.03,0.17,70.0,5.0
15328,Sacred Genesis,Xbox 360,2008.0,Simulation,Konami,0.05,0.03,0.05,0.06,0.19,47.0,7.2
15329,Broken Dominion,PS2,2009.0,Puzzle,Devolver Digital,0.1,0.07,0.02,0.02,0.21,62.0,7.7
15330,Lost Sanctuary,PSP,2021.0,Strategy,Electronic Arts,0.54,0.37,0.04,0.13,1.08,80.0,5.7
15331,Wicked Dominion II,Xbox One,2002.0,Action,Konami,0.02,0.01,0.01,0.0,0.04,67.0,7.7
15332,Rising Syndicate: Remastered,PS2,2009.0,Adventure,CD Projekt,0.08,0.04,0.03,0.07,0.22,84.0,7.5
15333,Broken Chronicles: Remastered,Xbox Series X,2001.0,Puzzle,Capcom,0.07,0.05,0.02,0.04,0.18,,7.1
15334,Wild Legion III,PS4,2005.0,Shooter,Activision,0.17,0.12,0.09,0.0,0.38,,7.3
15335,Phantom Uprising: Remastered,PS Vita,2002.0,Simulation,Rockstar Games,0.01,0.01,0.01,0.0,0.03,51.0,7.1
15336,Savage Uprising 2,Xbox One,2020.0,Shooter,Nintendo,0.12,0.08,0.05,0.21,0.46,59.0,5.0
15337,Radiant Frontier Reborn,DS,2007.0,Adventure,Tecmo Koei,0.02,0.01,0.01,0.0,0.04,80.0,8.0
15338,Eternal Voyage: Redux,PS4,2014.0,Strategy,Bandai Namco,0.04,0.03,0.02,0.0,0.09,55.0,6.2
15339,Wicked Legends: Remastered,PS4,2016.0,Puzzle,Electronic Arts,4.03,2.66,1.09,0.04,7.82,,8.1
15340,Steel Reckoning 2,Xbox Series X,2010.0,Racing,Tecmo Koei,0.04,0.02,0.02,0.03,0.11,65.0,7.9
15341,Radiant Origins: Origins,Playstation 5,2014.0,Shooter,NetherRealm Studios,0.28,0.09,0.03,0.22,0.62,53.0,
15342,Frozen Warfare Online,ps4,2023.0,Simulation,Activision,0.03,0.02,0.02,0.01,0.08,67.0,6.2
15343,Eternal Crusade Reborn,Xbox 360,,Shooter,NetherRealm Studios,0.05,0.03,0.01,0.02,0.11,88.0,7.5
15344,Rising Origins 3,Wii,2017.0,Puzzle,Atari,0.18,0.1,0.09,0.0,0.37,,7.2
15345,Wicked Warfare,PS Vita,2011.0,Racing,Nintendo,0.05,0.03,0.02,0.01,0.11,80.0,7.5
15346,Phantom Sanctuary,Game Boy Advance,2020.0,Strategy,Codemasters,2.02,1.29,0.16,2.93,6.4,82.0,7.9
15347,Silent Uprising: Redux,pc ,2013.0,Puzzle,Konami,0.05,0.02,0.01,0.02,0.1,68.0,6.2
15348,Rogue Requiem 3,Game Boy Advance,2000.0,Misc,,0.19,0.22,0.09,0.23,0.73,80.0,8.3
15349,Rising Blitz: Redux,3DS,2007.0,Sports,Rockstar Games,0.03,0.02,0.02,0.0,0.07,63.0,7.1
15350,Broken Legends III,PS3,2013.0,Shooter,Bandai Namco,0.03,0.02,0.02,0.01,0.08,64.0,5.7
15351,Rogue Chronicles: Redux,DS,2019.0,Action,Annapurna Interactive,0.0,0.0,0.0,0.01,0.01,73.0,7.9
15352,Storm Legion 3,PS4,2017.0,Action,Nintendo,-0.03,0.03,0.01,0.02,0.09,,9.3
15353,Shadow Horizon 3,GameCube,2009.0,Strategy,Warner Bros. Interactive,0.06,0.03,0.01,0.06,0.16,83.0,7.6
15354,Twisted Arena: Origins,Xbox One,2018.0,Strategy,Capcom,0.14,0.13,0.02,0.18,0.47,59.0,7.4
15355,Neon Uprising: Redux,Wii,2014.0,Role-Playing,Sony Interactive Entertainment,0.03,0.02,0.02,0.0,0.06,41.0,10.0
15356,Sacred Reckoning,Nintendo Switch,2008.0,Misc,Tecmo Koei,0.22,0.12,0.04,0.33,0.71,74.0,5.4
15357,Shadow Rebellion,Wii,2016.0,Platform,Atari,0.04,0.03,0.01,0.03,0.11,,6.4
15358,Steel Origins IV,GameCube,2022.0,Simulation,Sony Interactive Entertainment,0.03,0.02,0.01,0.01,0.07,81.0,7.5
15359,Dark Covenant: Redux,PS2,2025.0,Simulation,Bandai Namco,0.01,0.0,0.0,0.01,0.02,70.0,6.3
15360,Ancient Origins Online,3DS,2002.0,Role-Playing,Rockstar Games,0.01,0.0,0.01,0.01,0.03,73.0,8.5
15361,  SACRED UPRISING REBORN  ,PS5,2018.0,Shooter,Ubisoft,0.02,0.02,0.01,0.01,0.06,62.0,7.0
15362,Silent Nexus III,Xbox Series X,2001.0,Strategy,Sony Interactive Entertainment,0.05,0.04,0.03,0.01,0.13,,5.9
15363,Frozen Realm 3,PS2,2013.0,Simulation,Focus Entertainment,0.15,0.08,0.08,0.01,0.32,63.0,7.5
15364,Sacred Reckoning 3,XBOX ONE,2017.0,Misc,Deep Silver,0.05,0.03,0.01,0.02,0.11,,8.1
15365,Silent Covenant 2,psp,2005.0,Sports,CD Projekt,0.01,0.0,0.01,0.01,0.03,61.0,6.6
15366,Hollow Requiem: Gold Edition,PS5,2004.0,Misc,Atari,0.01,0.01,0.01,0.01,0.04,,5.8
15367,Silent Vanguard Reborn,DS,2008.0,Role-Playing,Sega,0.02,0.01,0.0,0.01,0.04,74.0,7.3
15368,Broken Horizon: Redux,PS Vita,2017.0,Simulation,2K Games,0.03,0.02,0.02,0.03,0.1,80.0,7.4
15369,Silent Realm: Origins,Xbox 360,2025.0,Action,Deep Silver,0.08,0.07,0.05,0.11,0.31,58.0,7.7
15370,Dark Legends Online,3DS,2005.0,Action,Focus Entertainment,0.29,0.1,0.02,0.16,0.57,51.0,8.2
15371,Lost Voyage,PS2,2005.0,Racing,Warner Bros. Interactive,0.05,0.03,0.03,0.0,0.1,67.0,8.9
15372,Shadow Uprising 3,GameCube,2021.0,Sports,Focus Entertainment,0.19,0.08,0.06,0.03,0.36,70.0,10.0
15373,Eternal Realm Online,PS2,2025.0,Shooter,Team17,0.01,0.0,0.0,0.01,0.02,,4.9
15374,Final Reckoning Online,ps3,2021.0,Puzzle,Capcom,0.07,0.03,0.04,0.08,0.22,91.0,7.8
15375,Rogue Odyssey Online,switch,2002.0,Misc,Team17,0.04,0.02,0.03,0.01,0.1,71.0,5.5
15376,Grand Reckoning IV,PS4,2024.0,Strategy,2K Games,0.0,0.0,0.0,0.01,0.01,66.0,7.0
15377,Eternal Vanguard,DS,2014.0,Role-Playing,,0.03,0.01,0.0,0.02,0.06,54.0,6.9
15378,Frozen Uprising: Gold Edition,Xbox Series X,2009.0,Misc,Codemasters,0.02,0.01,0.01,0.02,0.06,74.0,5.8
15379,Frozen Sanctuary 3,PS3,2022.0,Adventure,THQ,0.03,0.02,0.01,0.06,0.12,54.0,7.6
15380,Final Covenant,3DS,2011.0,Puzzle,Nintendo,0.16,0.08,0.06,0.09,0.39,66.0,6.0
15381,Silent Arena: Remastered,GameCube,2009.0,Puzzle,Capcom,0.02,0.01,0.0,0.02,0.05,76.0,5.2
15382,Broken Chronicles IV,Wii U,2000.0,Strategy,Rockstar Games,0.17,0.07,0.08,0.0,0.32,78.0,6.5
15383,Steel Chronicles,PSP,2004.0,Fighting,Atari,0.09,0.08,0.04,0.09,0.3,63.0,6.4
15384,Golden Legends 2,PS2,2013.0,Puzzle,THQ,0.04,0.03,0.01,0.03,0.11,57.0,8.3
15385,Grand Syndicate: Origins,PS Vita,2010.0,Simulation,Electronic Arts,0.07,0.06,0.05,0.03,0.21,91.0,7.4
15386,Dark Warfare III,GameCube,2014.0,Shooter,Electronic Arts,0.12,0.07,0.1,0.13,0.42,85.0,7.8
15387,Radiant Vanguard 3,Game Boy Advance,2026.0,Fighting,Square Enix,0.22,0.13,0.05,0.02,0.42,,7.9
15388,Twisted Legends,DS,2005.0,Strategy,Paradox Interactive,0.04,0.03,0.01,0.01,0.09,,9.3
15389,Twisted Warfare,PS2,2013.0,Sports,Annapurna Interactive,0.02,0.01,0.0,0.01,0.04,,9.1
15390,  RADIANT FRONTIER: REMASTERED  ,PC,2012.0,Puzzle,Take-Two Interactive,0.03,0.01,0.02,0.01,0.07,86.0,4.1
15391,Rising Reckoning IV,Xbox 360,2000.0,Action,Warner Bros. Interactive,0.36,0.15,0.17,0.22,0.9,68.0,7.1
15392,Broken Vanguard Online,Xbox 360,2018.0,Role-Playing,Atari,0.07,0.07,0.01,0.09,0.24,83.0,5.2
15393,Frozen Vanguard: Remastered,Nintendo Switch,2010.0,Misc,505 Games,0.26,0.1,0.02,0.11,0.49,76.0,6.8
15394,Grand Voyage: Origins,Wii,2008.0,Racing,Nintendo,0.35,0.24,0.15,0.29,1.03,,4.7
15395,Sacred Realm: Origins,Nintendo Switch,,Action,Capcom,0.09,0.12,0.11,0.04,0.36,87.0,8.0
15396,Grand Chronicles,Wii,2001.0,Strategy,Focus Entertainment,0.16,0.13,0.1,0.07,0.46,64.0,6.6
15397,Phantom Legion: Redux,PS4,2020.0,Misc,Microsoft Studios,0.04,0.03,0.0,0.03,0.1,54.0,7.1
15398,Phantom Horizon: Gold Edition,ps vita,2023.0,Strategy,Codemasters,0.1,0.07,0.05,0.01,0.23,60.0,5.7
15399,Astral Kingdom: Origins,PC,2012.0,Sports,Square Enix,0.01,0.0,0.0,0.01,0.02,90.0,6.5
15400,Steel Realm II,Wii,2018.0,Shooter,NetherRealm Studios,0.04,0.03,0.01,0.0,0.08,87.0,7.6
15401,Grand Warfare II,Game Boy Advance,,Adventure,Deep Silver,0.03,0.03,0.03,0.01,0.1,77.0,7.5
15402,Golden Origins 3,PC,2020.0,Fighting,Focus Entertainment,0.05,0.05,0.04,0.02,0.16,66.0,7.5
15403,Radiant Warfare IV,PS4,2024.0,Puzzle,Annapurna Interactive,0.02,0.01,0.01,0.0,0.04,73.0,7.7
15404,Radiant Frontier: Remastered,Nintendo Switch,2024.0,Adventure,Nintendo,0.02,0.02,0.0,0.01,0.05,,6.0
15405,Crimson Covenant,PS3,2005.0,Puzzle,Epic Games,0.02,0.01,0.01,0.0,0.04,78.0,5.7
15406,Neon Realm Online,PS3,2026.0,Action,Annapurna Interactive,0.06,0.04,0.01,0.01,0.12,67.0,
15407,Rogue Warfare IV,PS3,2017.0,Racing,Atari,0.03,0.04,0.03,0.02,0.12,59.0,7.6
